CustomerTier,PercentProfit,Actual Status,Predicted Status,Confidence (%)
4320717.807058823,0.2656893236875437,Won,Won,100.0
135861.51845794392,0.2298325113731325,Won,Won,100.0
4320717.807058823,0.17375987741406354,Won,Won,100.0
4320717.807058823,0.3035450516986705,Won,Won,100.0
4320717.807058823,0.3636811917758461,Lost,Lost,100.0
4320717.807058823,0.2180125225268814,Lost,Won,72.0
4320717.807058823,0.3510649350649349,Won,Won,97.0
4320717.807058823,0.3673779245924155,Lost,Won,87.0
4320717.807058823,0.2222222222222222,Won,Won,100.0
4320717.807058823,0.2111229297403476,Won,Lost,70.0
4320717.807058823,0.3199565800190901,Won,Lost,93.0
4320717.807058823,0.3018468188605752,Lost,Lost,62.0
4320717.807058823,0.358859143564871,Lost,Lost,100.0
4320717.807058823,0.2706021406527041,Won,Won,59.0
4320717.807058823,0.333326802507837,Won,Won,100.0
4320717.807058823,0.263967357187696,Won,Lost,99.0
4320717.807058823,0.2637978795568855,Lost,Lost,73.0
4320717.807058823,0.3531054451051124,Lost,Lost,100.0
135861.51845794392,0.3410724156992815,Won,Won,94.0
4320717.807058823,0.3121581612591427,Won,Lost,94.0
135861.51845794392,0.3174795929634899,Lost,Lost,62.0
4320717.807058823,0.26568211386688045,Won,Won,100.0
135861.51845794392,0.3389468788838099,Won,Won,80.0
4320717.807058823,0.3356643356643357,Won,Won,100.0
4320717.807058823,0.2677705817275227,Lost,Won,66.0
4320717.807058823,0.1781305114638447,Won,Won,100.0
4320717.807058823,0.2973596911087298,Lost,Lost,100.0
4320717.807058823,0.2880004943153731,Won,Won,100.0
4320717.807058823,0.3317035099279813,Lost,Lost,100.0
4320717.807058823,0.1788954889138915,Lost,Lost,97.0
4320717.807058823,0.3617167449303552,Lost,Won,68.0
4320717.807058823,0.3544064246078473,Lost,Lost,100.0
135861.51845794392,0.3374883668047718,Lost,Lost,61.0
4320717.807058823,0.2363410323957827,Lost,Lost,100.0
135861.51845794392,0.2275133626680284,Lost,Lost,99.0
4320717.807058823,0.3663898054678266,Lost,Lost,72.0
4320717.807058823,0.32754571768352725,Won,Lost,71.0
4320717.807058823,0.1743283187011954,Won,Won,100.0
4320717.807058823,0.2872334546750038,Won,Won,92.0
4320717.807058823,0.3476536153188851,Lost,Lost,100.0
4320717.807058823,0.3176958223274746,Lost,Lost,100.0
4320717.807058823,0.3486292129400671,Lost,Lost,100.0
4320717.807058823,0.3686351859785302,Lost,Lost,100.0
4320717.807058823,0.2817023196211864,Lost,Lost,91.0
135861.51845794392,0.2381848854012367,Lost,Lost,96.0
4320717.807058823,0.2669817838268332,Lost,Lost,69.0
4320717.807058823,0.20668130143855412,Won,Lost,89.0
4320717.807058823,0.26143011257249815,Won,Lost,76.0
4320717.807058823,0.2021785926223894,Lost,Lost,97.0
4320717.807058823,0.2225309448466218,Won,Lost,100.0
4320717.807058823,0.3545845626388617,Lost,Lost,100.0
135861.51845794392,0.2613565145597136,Lost,Won,100.0
135861.51845794392,0.33015654946252554,Won,Lost,68.0
4320717.807058823,0.2659930850396806,Won,Won,100.0
4320717.807058823,0.2850170147530451,Lost,Won,67.0
4320717.807058823,0.30891975402870303,Won,Lost,89.0
4320717.807058823,0.192250372578245,Won,Won,100.0
4320717.807058823,0.3642061225473921,Lost,Lost,79.0
4320717.807058823,0.33084635590057465,Won,Won,63.0
4320717.807058823,0.2329510961374986,Lost,Lost,79.0
4320717.807058823,0.364050111021844,Lost,Lost,100.0
4320717.807058823,0.2369918847810563,Lost,Lost,100.0
135861.51845794392,0.1951322622872604,Lost,Won,82.0
4320717.807058823,0.2276373738626824,Lost,Won,65.0
4320717.807058823,0.1747879393607811,Won,Lost,84.0
4320717.807058823,0.201275891740516,Lost,Won,67.0
4320717.807058823,0.2653846153846154,Won,Won,100.0
135861.51845794392,0.3350680544435548,Won,Won,100.0
4320717.807058823,0.2218868673128151,Won,Won,66.0
4320717.807058823,0.2895686142429316,Lost,Won,71.0
4320717.807058823,0.184708759699157,Won,Lost,56.99999999999999
4320717.807058823,0.2499752695617766,Won,Won,100.0
4320717.807058823,0.2387711664422477,Won,Won,89.0
4320717.807058823,0.1768140116763969,Won,Won,100.0
4320717.807058823,0.2820502207505517,Won,Won,99.4
4320717.807058823,0.2604257465664613,Lost,Lost,96.0
4320717.807058823,0.17641136840985944,Won,Won,100.0
4320717.807058823,0.2200488997555013,Won,Won,100.0
4320717.807058823,0.3698415435351028,Won,Won,89.0
4320717.807058823,0.362762046032613,Lost,Won,68.0
4320717.807058823,0.2826096148124353,Won,Won,100.0
4320717.807058823,0.3250048650599649,Lost,Won,79.0
4320717.807058823,0.2931249307234529,Lost,Lost,77.0
4320717.807058823,0.2173202614379084,Won,Won,100.0
4320717.807058823,0.3516790227341529,Won,Won,70.0
4320717.807058823,0.1852239420919196,Lost,Lost,95.0
4320717.807058823,0.1887550200803222,Won,Won,100.0
135861.51845794392,0.3277750766611007,Lost,Lost,100.0
4320717.807058823,0.24927343815491962,Won,Won,100.0
135861.51845794392,0.3333333333333334,Won,Won,100.0
4320717.807058823,0.34091344580402616,Won,Lost,100.0
4320717.807058823,0.3098705615263312,Won,Won,99.0
135861.51845794392,0.2411156483398477,Lost,Won,67.0
4320717.807058823,0.250895326300194,Won,Won,100.0
4320717.807058823,0.2665816326530627,Won,Won,98.0
4320717.807058823,0.195996677455617,Lost,Won,67.0
4320717.807058823,0.1878651407471713,Lost,Lost,98.0
4320717.807058823,0.2895947532958095,Lost,Lost,100.0
4320717.807058823,0.2796796334564317,Won,Won,99.0
4320717.807058823,0.28846882137678,Lost,Lost,100.0
4320717.807058823,0.36722001626836615,Won,Won,53.0
4320717.807058823,0.2967920808658647,Lost,Lost,100.0
135861.51845794392,0.3650157631893585,Lost,Won,69.0
